uniprot,pdb,name,resolution,method,ok,reason,n_ca,n_chains,n_span,n_dropped,contam_flag,size_cv,c0_invnm,A_foot_nm2,r_out,r_in,r_mid
A0A6L8PZR0,1RZ2,conserved hypothetical protein BA4783,1.6,X-ray,False,no_TM_span,214,0.0,,,,,,,,,
P49121,1S8I,Phospholipase A2 homolog,1.609,X-ray,False,no_TM_span,121,0.0,,,,,,,,,
Q16647,3B6H,Prostacyclin synthase,1.62,X-ray,False,no_TM_span,469,0.0,,,,,,,,,
Q06135,2W61,GLYCOLIPID-ANCHORED SURFACE PROTEIN 2,1.62,X-ray,False,no_TM_span,476,0.0,,,,,,,,,
P61869,5CH8,Mono- and diacylglycerol lipase,1.62,X-ray,False,no_TM_span,275,0.0,,,,,,,,,
Q6K209,6LCQ,Defensin-like protein CAL1,1.62,X-ray,False,no_TM_span,108,0.0,,,,,,,,,
Q6YWF1,4RJ9,C2 domain-containing protein-like,1.63,X-ray,False,no_TM_span,161,0.0,,,,,,,,,
Q65HR4,6NKC,"Lipase, Lip_vut1",1.631,X-ray,False,no_TM_span,171,0.0,,,,,,,,,
Q02111,4FKD,Protein kinase C theta type,1.633,X-ray,False,no_TM_span,65,0.0,,,,,,,,,
Q59UP8,5AF1,MEP2,1.639,X-ray,True,,1359,3.0,3.0,0.0,False,0.0,0.0170720908442019,29.223997945000004,31.45605052004511,30.20638774642485,30.499651571302064
Q9I2V0,5B49,"UDP-2,3-diacylglucosamine hydrolase",1.65,X-ray,False,no_TM_span,239,0.0,,,,,,,,,
P27485,1AQB,RETINOL-BINDING PROTEIN,1.65,X-ray,False,no_TM_span,175,0.0,,,,,,,,,
D6QLY0,5O79,OmpK36,1.65,X-ray,True,,1028,3.0,3.0,0.0,False,0.004,-0.0117764892272341,34.20784748499999,32.328054529817024,33.26069663466493,32.99802424319192
P0AD27,5I5H,Inner membrane protein YejM,1.65,X-ray,False,no_TM_span,327,0.0,,,,,,,,,
Q3IUY6,3OIZ,"Antisigma-factor antagonist, STAS",1.65,X-ray,False,no_TM_span,99,0.0,,,,,,,,,
O67854,2A65,Na(+):neurotransmitter symporter (Snf family),1.65,X-ray,True,,1020,2.0,2.0,0.0,False,0.0,0.0433983628049517,29.969898875,32.50703803610993,29.290028929579137,30.88642922035658
P0A910,1QJP,OUTER MEMBRANE PROTEIN A,1.65,X-ray,True,,137,1.0,1.0,0.0,False,0.0,-0.0182087140738548,2.200455845,7.688626460393804,8.054365997486913,8.369150790697985
Q01523,1ZMP,Defensin 5,1.65,X-ray,False,no_TM_span,32,0.0,,,,,,,,,
Q9FHP6,5A52,CALCIUM-DEPENDENT LIPID-BINDING DOMAIN-CONTAINING PROTEIN,1.65,X-ray,False,no_TM_span,312,0.0,,,,,,,,,
O70632,3LBW,M2 protein,1.65,X-ray,True,,88,3.0,3.0,0.0,False,0.0,0.0102944151300151,1.365918625,6.286615183048927,6.123704187998915,6.5938259156582975
P39301,4RP9,Ascorbate-specific permease IIC component UlaA,1.651,X-ray,True,,910,2.0,2.0,0.0,False,0.0,0.0443401675932574,28.891974325000007,32.30454489485149,29.07737190671892,30.325898270316337
P22629,1MM9,Streptavidin,1.66,X-ray,False,no_TM_span,128,0.0,,,,,,,,,
E2FYL5,3W57,C2 domain protein,1.662,X-ray,False,no_TM_span,114,0.0,,,,,,,,,
Q95114,3BN6,Lactadherin,1.67,X-ray,False,no_TM_span,158,0.0,,,,,,,,,
O00443,6BTY,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,1.678,X-ray,False,no_TM_span,124,0.0,,,,,,,,,
P61586,3LXR,Transforming protein RhoA,1.68,X-ray,False,no_TM_span,374,0.0,,,,,,,,,
Q9C4Z5,2F2B,Aquaporin aqpM,1.68,X-ray,True,,980,4.0,4.0,0.0,False,0.0,0.0145688540143621,26.159219255000004,29.124377646287183,28.115417328493404,28.856087925628238
P40485,4A6F,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE-BINDING PROTEIN SLM1",1.68,X-ray,False,no_TM_span,107,0.0,,,,,,,,,
Q9I0Y7,5AZP,Multidrug efflux outer membrane protein OprN,1.69,X-ray,True,,1435,3.0,3.0,0.0,False,0.004,-0.0837401878849653,7.997696815000003,16.075557184598757,19.28221563497076,15.955393956010976
P60061,7O82,Arginine/agmatine antiporter,1.69,X-ray,True,,883,2.0,2.0,0.0,False,0.001,0.0347048843267211,24.864633575,29.43558871113331,27.092342419840605,28.13300318711088
Q8TDQ0,7M3Y,Hepatitis A virus cellular receptor 2,1.69,X-ray,False,no_TM_span,110,0.0,,,,,,,,,
P78583,5XK2,Diacylglycerol lipase,1.695,X-ray,False,no_TM_span,271,0.0,,,,,,,,,
F9RBV9,4QND,Chemical transport protein,1.698,X-ray,True,,194,2.0,2.0,0.0,False,0.0,0.0479745719195613,3.411323930000001,10.802483218777004,9.602683118383895,10.420451678762978
S4UX02,5YLW,Ferruginol synthase,1.7,X-ray,False,no_TM_span,466,0.0,,,,,,,,,
D5F6K1,6US8,Matrix protein 2,1.7,X-ray,True,,98,4.0,4.0,0.0,False,0.084,-0.0353172358638468,1.9142058850000008,7.591932268663855,8.253565537507,7.80583536456344
Q15080,1H6H,NEUTROPHIL CYTOSOL FACTOR 4,1.7,X-ray,False,no_TM_span,137,0.0,,,,,,,,,
Q05655,1YRK,"Protein kinase C, delta type",1.7,X-ray,False,no_TM_span,126,0.0,,,,,,,,,
P09527,1VG8,Ras-related protein Rab-7,1.7,X-ray,False,no_TM_span,184,0.0,,,,,,,,,
P10384,3PGU,Long-chain fatty acid transport protein,1.7,X-ray,True,,440,1.0,1.0,0.0,False,0.0,-0.0080625678275703,5.564418455000001,12.843200405172276,13.10072551304199,13.30867914216146
P09391,2XTV,RHOMBOID PROTEASE GLPG,1.7,X-ray,True,,179,1.0,1.0,0.0,False,0.0,0.0481637439104034,4.456197045,12.060332279985015,10.68363410378539,11.909876465381554
P09216,1GMI,"PROTEIN KINASE C, EPSILON TYPE",1.7,X-ray,False,no_TM_span,135,0.0,,,,,,,,,
P24605,1Y4L,Phospholipase A2 homolog 2,1.7,X-ray,False,no_TM_span,121,0.0,,,,,,,,,
Q8I2X3,3TGH,Glideosome-associated protein 50,1.7,X-ray,False,no_TM_span,318,0.0,,,,,,,,,
P32916,1NRJ,Signal recognition particle receptor alpha subunit homolog,1.7,X-ray,False,no_TM_span,338,0.0,,,,,,,,,
P28472,7A5V,"Gamma-aminobutyric acid receptor subunit beta-3,Gamma-aminobutyric acid receptor subunit beta-3",1.7,EM,True,,2405,5.0,5.0,0.0,False,0.0,0.0766529893487476,23.790090845000005,28.61666166432857,23.55418013222463,27.5183958638108
P00626,3G8G,"Phospholipase A2, ammodytoxin A",1.7,X-ray,False,no_TM_span,122,0.0,,,,,,,,,
O88339,1H0A,EPSIN,1.7,X-ray,False,no_TM_span,158,0.0,,,,,,,,,
P36057,1NRJ,Signal recognition particle receptor beta subunit,1.7,X-ray,False,no_TM_span,338,0.0,,,,,,,,,
Q94IP1,6VBY,Cinnamic acid 4-hydroxylase,1.7,X-ray,False,no_TM_span,475,0.0,,,,,,,,,
Q9WUL7,1FZQ,ADP-RIBOSYLATION FACTOR-LIKE PROTEIN 3,1.7,X-ray,False,no_TM_span,176,0.0,,,,,,,,,
P04273,3NVE,Major prion protein,1.7,X-ray,False,no_TM_span,72,0.0,,,,,,,,,
A0A0H2WX25,4Q7G,Leucotoxin LukDv,1.7,X-ray,False,no_TM_span,324,0.0,,,,,,,,,
P79345,1NEP,Epididymal secretory protein E1,1.7,X-ray,False,no_TM_span,130,0.0,,,,,,,,,
Q40128,4UJ0,FLOWER-SPECIFIC GAMMA-THIONIN-LIKE PROTEIN/ACIDIC PROTEIN,1.7,X-ray,False,no_TM_span,49,0.0,,,,,,,,,
Q5T8D3,3FLV,Acyl-CoA-binding domain-containing protein 5,1.7,X-ray,False,no_TM_span,94,0.0,,,,,,,,,
A2AR50,2DTC,RAL GUANINE NUCLEOTIDE EXCHANGE FACTOR RALGPS1A,1.7,X-ray,False,no_TM_span,116,0.0,,,,,,,,,
Q48EL2,3Q34,YceI-like family protein,1.7,X-ray,False,no_TM_span,354,0.0,,,,,,,,,
Q86WV1,1U5D,Src Kinase-associated Phosphoprotein of 55 kDa,1.7,X-ray,False,no_TM_span,215,0.0,,,,,,,,,
Q9P8F7,3O0D,Triacylglycerol lipase,1.7,X-ray,False,no_TM_span,311,0.0,,,,,,,,,
P01543,1BHP,BETA-PUROTHIONIN,1.7,X-ray,False,no_TM_span,45,0.0,,,,,,,,,
Q9SWS1,4O6Y,Probable transmembrane ascorbate ferrireductase 2,1.7,X-ray,True,,421,2.0,2.0,0.0,False,0.002,-0.044564119592614,10.400554754999998,16.391349093835377,18.337380696667807,18.195052625129534
Q93VK5,6L8I,"Protein LUTEIN DEFICIENT 5, chloroplastic",1.7,X-ray,False,no_TM_span,445,0.0,,,,,,,,,
P12263,4MO3,Coagulation factor VIII,1.702,X-ray,False,no_TM_span,162,0.0,,,,,,,,,
Q48391,4D5B,CYMA,1.702,X-ray,True,,321,1.0,1.0,0.0,False,0.0,-0.0047092382862544,6.16878772,13.711252085795454,13.869627179316574,14.01280170788542
Q93MW7,5MAL,Lipase,1.708,X-ray,False,no_TM_span,236,0.0,,,,,,,,,
P9WQN7,1R88,MPT51/MPB51 antigen,1.71,X-ray,False,no_TM_span,267,0.0,,,,,,,,,
B4F366,7B1Z,Virulence associated protein VapB,1.71,X-ray,False,no_TM_span,119,0.0,,,,,,,,,
P07845,1GWY,STICHOLYSIN II,1.71,X-ray,False,no_TM_span,175,0.0,,,,,,,,,
P0CE80,3RLH,Dermonecrotic toxin LiSicTox-alphaIA1a,1.72,X-ray,False,no_TM_span,285,0.0,,,,,,,,,
O29285,2B2F,ammonium transporter,1.72,X-ray,True,,1173,3.0,3.0,0.0,False,0.0,0.0161166816930175,29.701963375000005,31.114906666477573,29.925570807908837,30.74805454224929
O53581,5W95,Conserved membrane protein of uncharacterised function,1.723,X-ray,False,no_TM_span,259,0.0,,,,,,,,,
P0C0Y7,7P0Q,Reaction center protein H chain,1.73,X-ray,True,,837,3.0,3.0,0.0,False,0.083,0.0862343287720455,13.434251350000002,22.7185466987384,18.438749132886382,20.679107858374685
P0C0Y8,7P0Q,Reaction center protein L chain,1.73,X-ray,True,,837,3.0,3.0,0.0,False,0.083,0.0862343287720455,13.434251350000002,22.7185466987384,18.438749132886382,20.679107858374685
P0C0Y9,7P0Q,Reaction center protein M chain,1.73,X-ray,True,,837,3.0,3.0,0.0,False,0.083,0.0862343287720455,13.434251350000002,22.7185466987384,18.438749132886382,20.679107858374685
A6T5R0,7SS7,"UDP-2,3-diacylglucosamine hydrolase",1.73,X-ray,False,no_TM_span,249,0.0,,,,,,,,,
Q5ZIS0,2H88,"Succinate dehydrogenase cytochrome B, small subunit",1.74,X-ray,True,,1091,1.0,2.0,1.0,True,0.0,0.0502417303497671,1.5602931950000003,7.15664690606269,6.306871806926635,7.047387809066514
Q9YHT2,2H88,Succinate dehydrogenase Ip subunit,1.74,X-ray,True,,1091,1.0,2.0,1.0,True,0.0,0.0502417303497671,1.5602931950000003,7.15664690606269,6.306871806926635,7.047387809066514
Q9YHT1,2H88,SUCCINATE DEHYDROGENASE FLAVOPROTEIN SUBUNIT,1.74,X-ray,True,,1091,1.0,2.0,1.0,True,0.0,0.0502417303497671,1.5602931950000003,7.15664690606269,6.306871806926635,7.047387809066514
Q96L92,4HAS,Sorting nexin-27,1.74,X-ray,False,no_TM_span,105,0.0,,,,,,,,,
D0VWW3,2H88,"SUCCINATE DEHYDROGENASE CYTOCHROME B, LARGE SUBUNIT",1.74,X-ray,True,,1091,1.0,2.0,1.0,True,0.0,0.0502417303497671,1.5602931950000003,7.15664690606269,6.306871806926635,7.047387809066514
A0A0D5YKR4,5DL7,Porin,1.75,X-ray,True,,406,1.0,1.0,0.0,False,0.0,-0.0051904380052012,10.583239269999996,18.33023950815047,18.55887814438617,18.35415399164321
P52956,3GBS,Cutinase 1,1.75,X-ray,False,no_TM_span,187,0.0,,,,,,,,,
P0A901,1QWD,Outer membrane lipoprotein blc,1.75,X-ray,False,no_TM_span,167,0.0,,,,,,,,,
P19835,6H1A,Bile salt-activated lipase,1.75,X-ray,False,no_TM_span,529,0.0,,,,,,,,,
P01538,1OKH,VISCOTOXIN A3,1.75,X-ray,False,no_TM_span,46,0.0,,,,,,,,,
O35298,5W7D,Acyloxyacyl hydrolase,1.75,X-ray,False,no_TM_span,550,0.0,,,,,,,,,
Q8I914,1XX1,Sphingomyelinase I,1.75,X-ray,False,no_TM_span,285,0.0,,,,,,,,,
Q8RNT4,4G32,15S-LIPOXYGENASE,1.75,X-ray,False,no_TM_span,630,0.0,,,,,,,,,
K0J3J2,4HYQ,phospholipase A1,1.75,X-ray,False,no_TM_span,236,0.0,,,,,,,,,
P82114,7LYE,Basic phospholipase A2 homolog BomoTx,1.758,X-ray,False,no_TM_span,123,0.0,,,,,,,,,
P05880,2FX7,Fragment of HIV glycoprotein (GP41),1.76,X-ray,False,too_few_CA,16,,,,,,,,,,
P24280,7ZG9,SEC14 cytosolic factor,1.764,X-ray,False,no_TM_span,295,0.0,,,,,,,,,
Q9HYC4,4LUQ,Uncharacterized protein,1.77,X-ray,False,no_TM_span,538,0.0,,,,,,,,,
O43914,4WOL,TYRO protein tyrosine kinase-binding protein,1.77,X-ray,True,,93,3.0,3.0,0.0,False,0.046,0.1013697272142924,1.33341827,5.6621846048804345,4.077190016103235,6.514907656744546
Q3KK31,3PJV,Cyclic dimeric GMP binding protein,1.7727,X-ray,False,no_TM_span,264,0.0,,,,,,,,,
P17596,2BS2,QUINOL-FUMARATE REDUCTASE IRON-SULFUR SUBUNIT B,1.78,X-ray,True,,2296,2.0,2.0,0.0,False,0.0,0.0371331801999392,10.273711335000003,17.994276946629164,16.382658869948088,18.08376035488463
P17413,2BS2,QUINOL-FUMARATE REDUCTASE DIHEME CYTOCHROME B SUBUNIT C,1.78,X-ray,True,,2296,2.0,2.0,0.0,False,0.0,0.0371331801999392,10.273711335000003,17.994276946629164,16.382658869948088,18.08376035488463
Q62768,2CJS,UNC-13 HOMOLOG A,1.78,X-ray,False,no_TM_span,373,0.0,,,,,,,,,
Q5FBD2,6U3F,Panton-Valentine Leucocidin F,1.78,X-ray,False,no_TM_span,293,0.0,,,,,,,,,
Q8NFU1,8D1E,Bestrophin-2,1.78,EM,True,,1895,5.0,5.0,0.0,False,0.0,0.0332242946794984,22.45133579,27.635940366600156,25.504303768185338,26.732905079674687
P17412,2BS2,QUINOL-FUMARATE REDUCTASE FLAVOPROTEIN SUBUNIT A,1.78,X-ray,True,,2296,2.0,2.0,0.0,False,0.0,0.0371331801999392,10.273711335000003,17.994276946629164,16.382658869948088,18.08376035488463
Q99P87,1RGX,Resistin,1.787,X-ray,False,no_TM_span,272,0.0,,,,,,,,,
O34349,6FMX,Phosphatidylglycerophosphatase B,1.79,X-ray,True,,202,1.0,1.0,0.0,False,0.0,0.0691075508461069,5.1591090850000025,13.371207475375265,11.245765942969104,12.81481730519835
O64989,6A15,Cytochrome P450 90B1,1.79,X-ray,False,no_TM_span,439,0.0,,,,,,,,,
Q8AXY1,1UMV,HYPOTENSIVE PHOSPHOLIPASE A2,1.79,X-ray,False,no_TM_span,123,0.0,,,,,,,,,
O00299,1RK4,CHLORIDE INTRACELLULAR CHANNEL PROTEIN 1,1.792,X-ray,False,no_TM_span,213,0.0,,,,,,,,,
P9WK45,3MH9,Lipoprotein lprG,1.794,X-ray,False,no_TM_span,205,0.0,,,,,,,,,
B7JBP8,3SX6,Sulfide-quinone reductase,1.7955,X-ray,False,no_TM_span,425,0.0,,,,,,,,,
Q13393,6U8Z,"Phospholipase D1,Phospholipase D1",1.799,X-ray,False,no_TM_span,581,0.0,,,,,,,,,
W6Q990,6L7N,"Lipase, class 3",1.8,X-ray,False,no_TM_span,270,0.0,,,,,,,,,
P04058,1EA5,ACETYLCHOLINESTERASE,1.8,X-ray,False,no_TM_span,532,0.0,,,,,,,,,
P9WQP1,1F0N,ANTIGEN 85B,1.8,X-ray,False,no_TM_span,284,0.0,,,,,,,,,
P9WPG7,6H59,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,1.8,X-ray,True,,401,2.0,2.0,0.0,False,0.012,-0.0361514473828286,10.115448695000005,16.04191981485647,17.59879777597973,17.943933021507366
P17900,2AG4,Ganglioside GM2 activator,1.8,X-ray,False,no_TM_span,164,0.0,,,,,,,,,
P77774,3PRW,Lipoprotein yfgL,1.8,X-ray,False,no_TM_span,355,0.0,,,,,,,,,
B7IE18,6NC9,Lipid II flippase MurJ,1.8,X-ray,True,,475,1.0,1.0,0.0,False,0.0,0.0263472335172984,13.265937365000005,20.44441795516897,19.1450256301714,20.549158164689977
B7FRW2,6A2W,Protein fucoxanthin chlorophyl a/c protein,1.8,X-ray,True,,342,2.0,2.0,0.0,False,0.0,0.1234408417958059,6.359769050000001,17.932499008992504,13.71732165326804,14.228061577251818
P82543,3S8G,Cytochrome c oxidase polypeptide 2A,1.8,X-ray,True,,753,1.0,3.0,2.0,True,0.0,0.037880292215179,11.595429860000005,19.97873631084302,18.232137932710778,19.21181917203243
P69856,2WJR,PROBABLE N-ACETYLNEURAMINIC ACID OUTER MEMBRANE CHANNEL PROTEIN NANC,1.8,X-ray,True,,204,1.0,1.0,0.0,False,0.0,-0.0116032734145915,4.568943405,11.402725685670235,11.738559730759883,12.059601383237055
Q9RFC8,4UC1,Translocator protein TspO,1.8,X-ray,True,,316,2.0,2.0,0.0,False,0.0,0.0614022394737614,6.988466855,15.632887724510256,13.4349697973275,14.91475138651075
A8ULG6,4I0N,Necrotic enteritis toxin B,1.8,X-ray,False,no_TM_span,270,0.0,,,,,,,,,
Q0TV31,2WXU,PHOSPHOLIPASE C,1.8,X-ray,False,no_TM_span,366,0.0,,,,,,,,,
Q9KS51,1YC9,multidrug resistance protein,1.8,X-ray,True,,1233,3.0,3.0,0.0,False,0.0,-0.0636201901257382,8.275510865,15.964770993020435,18.44292718049365,16.23014763195601
Q9N0J9,7MWS,CD81 protein,1.8,X-ray,False,no_TM_span,97,0.0,,,,,,,,,
A7LAI8,3I48,Beta-hemolysin,1.8,X-ray,False,no_TM_span,291,0.0,,,,,,,,,
A6KYC4,3MYV,SusD superfamily protein,1.8,X-ray,False,no_TM_span,461,0.0,,,,,,,,,
A4Y035,2FX5,lipase,1.8,X-ray,False,no_TM_span,258,0.0,,,,,,,,,
P55020,1BXV,PLASTOCYANIN,1.8,X-ray,False,no_TM_span,91,0.0,,,,,,,,,
P54318,1BU8,PROTEIN (PANCREATIC LIPASE RELATED PROTEIN 2),1.8,X-ray,False,no_TM_span,446,0.0,,,,,,,,,
P56219,6ATL,Potassium channel toxin alpha-KTx 4.2,1.8,X-ray,False,no_TM_span,36,0.0,,,,,,,,,
P19619,1HM6,ANNEXIN 1,1.8,X-ray,False,no_TM_span,343,0.0,,,,,,,,,
O00294,3C5N,Tubby-related protein 1,1.8,X-ray,False,no_TM_span,232,0.0,,,,,,,,,
P22637,1COY,CHOLESTEROL OXIDASE,1.8,X-ray,False,no_TM_span,501,0.0,,,,,,,,,
Q3TCN2,3FGR,Putative phospholipase B-like 2 40 kDa form,1.8,X-ray,False,no_TM_span,547,0.0,,,,,,,,,
P55087,3GD8,Aquaporin-4,1.8,X-ray,True,,892,4.0,4.0,0.0,False,0.0,0.0090308654268866,26.651533445000005,28.71393981556795,28.08265291584201,29.12635675380881
Q9BUD6,3D34,Spondin-2,1.8,X-ray,False,no_TM_span,212,0.0,,,,,,,,,
P46934,3B7Y,E3 ubiquitin-protein ligase NEDD4,1.8,X-ray,False,no_TM_span,146,0.0,,,,,,,,,
P47934,1NDB,Carnitine Acetyltransferase,1.8,X-ray,False,no_TM_span,596,0.0,,,,,,,,,
P46925,1LF2,Plasmepsin 2,1.8,X-ray,False,no_TM_span,329,0.0,,,,,,,,,
P0ABE7,4N6H,"Soluble cytochrome b562, Delta-type opioid receptor chimeric protein",1.8,X-ray,True,,416,1.0,1.0,0.0,False,0.0,0.0517293526388717,5.039291569999999,13.16748053319452,11.595098428686708,12.665134527882582
O70325,5L71,"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial",1.8,X-ray,False,no_TM_span,170,0.0,,,,,,,,,
Q02127,1D3H,DIHYDROOROTATE DEHYDROGENASE,1.8,X-ray,False,no_TM_span,364,0.0,,,,,,,,,
Q96J02,2NQ3,Itchy homolog E3 ubiquitin protein ligase,1.8,X-ray,False,no_TM_span,131,0.0,,,,,,,,,
Q96D42,5F70,Hepatitis A virus cellular receptor 1,1.8,X-ray,False,no_TM_span,103,0.0,,,,,,,,,
P41266,5J81,Envelopment polyprotein,1.8,X-ray,False,no_TM_span,1242,0.0,,,,,,,,,
Q5SJ79,3S8G,Cytochrome c oxidase subunit 1,1.8,X-ray,True,,753,1.0,3.0,2.0,True,0.0,0.037880292215179,11.595429860000005,19.97873631084302,18.232137932710778,19.21181917203243
P0CJ17,6ATY,Venom protein 51.1,1.8,X-ray,False,no_TM_span,40,0.0,,,,,,,,,
Q6Z2T3,7CJS,Aquaporin NIP2-1,1.8,X-ray,True,,875,4.0,4.0,0.0,False,0.013,0.0060810607299269,25.464877765,28.198512226791085,27.78299747787828,28.47055029861785
A0A7G6KN55,7T9Q,CpoBD13,1.8,X-ray,False,no_TM_span,39,0.0,,,,,,,,,
P37268,3V66,Squalene synthase,1.8,X-ray,False,no_TM_span,335,0.0,,,,,,,,,
Q5SJ80,3S8G,Cytochrome c oxidase subunit 2,1.8,X-ray,True,,753,1.0,3.0,2.0,True,0.0,0.037880292215179,11.595429860000005,19.97873631084302,18.232137932710778,19.21181917203243
Q5ZK43,6IYX,Trimeric intracellular cation channel type A,1.8,X-ray,True,,684,3.0,3.0,0.0,False,0.0,-0.0144402480505995,26.578537325000003,29.631344719409448,30.639381775617316,29.08644218678589
P0DMH7,1E12,HALORHODOPSIN,1.8,X-ray,True,,720,3.0,3.0,0.0,False,0.0,0.0137769197026745,19.599684055,24.808137144142616,23.982264715095905,24.977536309222547
P31243,2POR,PORIN,1.8,X-ray,True,,912,3.0,3.0,0.0,False,0.0,-0.0079599761534129,35.550216674999994,32.998534260677424,33.64117639758159,33.639241108604615
P28845,1XU7,"Corticosteroid 11-beta-dehydrogenase, isozyme 1",1.8,X-ray,False,no_TM_span,525,0.0,,,,,,,,,
Q8TED1,3KIJ,Probable glutathione peroxidase 8,1.8,X-ray,False,no_TM_span,174,0.0,,,,,,,,,
O59952,5AP9,LIPASE,1.8,X-ray,False,no_TM_span,275,0.0,,,,,,,,,
P02699,7ZBC,Rhodopsin,1.8,X-ray,True,,315,1.0,1.0,0.0,False,0.0,0.0218350174423727,4.999437805,12.3879200133793,11.726845470261251,12.614953343918836
P11889,2DDT,Sphingomyelin phosphodiesterase,1.8,X-ray,False,no_TM_span,288,0.0,,,,,,,,,
Q61420,6XBO,CMP-sialic acid transporter,1.8,X-ray,True,,329,1.0,1.0,0.0,False,0.0,-0.0018063666235037,7.999996384999998,15.585604437486126,15.654785479777605,15.95768761061604
P25871,1AUN,PR-5D,1.8,X-ray,False,no_TM_span,208,0.0,,,,,,,,,
P22394,1THG,Lipase 2,1.8,X-ray,False,no_TM_span,544,0.0,,,,,,,,,
Q6XLL6,6AVD,Potassium channel toxin alpha-KTx 6.9,1.8,X-ray,False,no_TM_span,40,0.0,,,,,,,,,
P04156,3NVF,Major prion protein,1.8,X-ray,False,no_TM_span,60,0.0,,,,,,,,,
P05090,2HZQ,Apolipoprotein D,1.8,X-ray,False,no_TM_span,166,0.0,,,,,,,,,
Q9UN19,1FAO,DUAL ADAPTOR OF PHOSPHOTYROSINE AND 3-PHOSPHOINOSITIDES,1.8,X-ray,False,no_TM_span,100,0.0,,,,,,,,,
P02753,2WR6,RETINOL-BINDING PROTEIN 4,1.8,X-ray,False,no_TM_span,178,0.0,,,,,,,,,
Q38882,6KZ9,Phospholipase D alpha 1,1.801,X-ray,False,no_TM_span,771,0.0,,,,,,,,,
Q8D0Z7,3QRA,Attachment invasion locus protein,1.801,X-ray,True,,152,1.0,1.0,0.0,False,0.0,-0.0395242451427641,1.8448753399999995,6.709020280666032,7.435934898794254,7.663172055348111
Q8L7J2,3GNR,Os03g0212800 protein,1.81,X-ray,False,no_TM_span,484,0.0,,,,,,,,,
Q9LT15,7AAQ,Sugar transport protein 10,1.81,X-ray,True,,487,1.0,1.0,0.0,False,0.0,0.0180603957123396,8.152167185000001,15.848321384574811,15.150088810292026,16.108741132716062
P02784,1H8P,SEMINAL PLASMA PROTEIN PDC-109,1.82,X-ray,False,no_TM_span,176,0.0,,,,,,,,,
P46096,5VFG,Synaptotagmin-1,1.82,X-ray,False,no_TM_span,152,0.0,,,,,,,,,
O76090,8D1I,Bestrophin-1,1.82,EM,True,,1885,5.0,5.0,0.0,False,0.0,0.0337444265852145,23.363342925,28.019544664102835,25.811001712674845,27.270465759369827
A8ALU5,5YS3,Succinate-Acetate Permease,1.823,X-ray,True,,1112,6.0,6.0,0.0,False,0.018,0.033205423459116,35.52699398,34.6879890057192,32.00805216087045,33.62825212559525
Q76HJ9,6HCP,BauA,1.83,X-ray,True,,2100,3.0,3.0,0.0,False,0.013,-0.0183305919264738,63.85264086000002,43.90219030465257,45.88555339346779,45.0831751817472
P08325,2W2R,MATRIX PROTEIN,1.83,X-ray,False,no_TM_span,188,0.0,,,,,,,,,
P08254,1C3I,STROMELYSIN-1,1.83,X-ray,False,no_TM_span,173,0.0,,,,,,,,,
Q5ZSQ3,4MXP,Defects in Rab1 recruitment protein A,1.83,X-ray,False,no_TM_span,312,0.0,,,,,,,,,
Q00855,1XWV,Der f II,1.83,X-ray,False,no_TM_span,131,0.0,,,,,,,,,
Q9FDJ9,2XBT,CELLULOSOMAL SCAFFOLDIN,1.832,X-ray,False,no_TM_span,158,0.0,,,,,,,,,
Q8R9C0,4M5B,Cobalamin biosynthesis protein CbiM,1.833,X-ray,True,,221,1.0,1.0,0.0,False,0.0,0.0296229626171916,4.362122245,11.646257871821488,10.808509269465157,11.783491143654038
Q8NCC3,4X90,Group XV phospholipase A2,1.84,X-ray,False,no_TM_span,395,0.0,,,,,,,,,
Q1AUE6,6KFQ,Rhodopsin,1.84,X-ray,True,,230,1.0,1.0,0.0,False,0.0,-0.0096737643039039,4.700689220000002,11.047641962179924,11.331638193454872,12.232235489082004
P40709,5I5F,Inner membrane protein YejM,1.84,X-ray,False,no_TM_span,339,0.0,,,,,,,,,
Q9NY59,5UVG,"Sphingomyelin phosphodiesterase 3,Sphingomyelin phosphodiesterase 3",1.849,X-ray,False,no_TM_span,351,0.0,,,,,,,,,
Q9I116,6I96,Metal-pseudopaline receptor CntO,1.85,X-ray,True,,677,1.0,1.0,0.0,False,0.0,0.0040265478896912,14.066883570000003,21.23012581314751,21.025637675089317,21.160406678812524
Q58609,7B1L,CDP-diacylglycerol--serine O-phosphatidyltransferase,1.85,X-ray,True,,406,2.0,2.0,0.0,False,0.0,-0.0951359710580237,12.04263264,16.29688211260069,20.76723471701085,19.57878705382844
Q18DH8,4QI1,Bacteriorhodopsin-I,1.85,X-ray,True,,692,3.0,3.0,0.0,False,0.002,-0.0013233735411584,19.550539650000008,24.39849634597578,24.477727891497025,24.946202217618595
P17811,2X55,COAGULASE/FIBRINOLYSIN,1.85,X-ray,True,,274,1.0,1.0,0.0,False,0.0,-0.0269862432454924,3.12673219,9.273001683358409,9.919137891043809,9.97632080241055
O15263,6CS9,Beta-defensin 4A,1.85,X-ray,False,no_TM_span,41,0.0,,,,,,,,,
