uniprot,entity,pdb,name,resolution,method
A8ULG6,4I0N_1,4I0N,Necrotic enteritis toxin B,1.8,X-ray
Q0TV31,2WXU_1,2WXU,PHOSPHOLIPASE C,1.8,X-ray
Q9KS51,1YC9_1,1YC9,multidrug resistance protein,1.8,X-ray
Q9N0J9,7MWS_1,7MWS,CD81 protein,1.8,X-ray
A7LAI8,3I48_1,3I48,Beta-hemolysin,1.8,X-ray
A6KYC4,3MYV_1,3MYV,SusD superfamily protein,1.8,X-ray
A4Y035,2FX5_1,2FX5,lipase,1.8,X-ray
P55020,1BXV_1,1BXV,PLASTOCYANIN,1.8,X-ray
P54318,1BU8_1,1BU8,PROTEIN (PANCREATIC LIPASE RELATED PROTEIN 2),1.8,X-ray
P56219,6ATL_1,6ATL,Potassium channel toxin alpha-KTx 4.2,1.8,X-ray
P19619,1HM6_1,1HM6,ANNEXIN 1,1.8,X-ray
O00294,3C5N_1,3C5N,Tubby-related protein 1,1.8,X-ray
P22637,1COY_1,1COY,CHOLESTEROL OXIDASE,1.8,X-ray
Q3TCN2,3FGR_2,3FGR,Putative phospholipase B-like 2 40 kDa form,1.8,X-ray
P55087,3GD8_1,3GD8,Aquaporin-4,1.8,X-ray
Q9BUD6,3D34_1,3D34,Spondin-2,1.8,X-ray
P46934,3B7Y_1,3B7Y,E3 ubiquitin-protein ligase NEDD4,1.8,X-ray
P47934,1NDB_1,1NDB,Carnitine Acetyltransferase,1.8,X-ray
P46925,1LF2_1,1LF2,Plasmepsin 2,1.8,X-ray
P0ABE7,4N6H_1,4N6H,"Soluble cytochrome b562, Delta-type opioid receptor chimeric protein",1.8,X-ray
O70325,5L71_1,5L71,"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial",1.8,X-ray
Q02127,1D3H_1,1D3H,DIHYDROOROTATE DEHYDROGENASE,1.8,X-ray
Q96J02,2NQ3_1,2NQ3,Itchy homolog E3 ubiquitin protein ligase,1.8,X-ray
Q96D42,5F70_1,5F70,Hepatitis A virus cellular receptor 1,1.8,X-ray
P41266,5J81_1,5J81,Envelopment polyprotein,1.8,X-ray
Q5SJ79,3S8G_1,3S8G,Cytochrome c oxidase subunit 1,1.8,X-ray
P0CJ17,6ATY_1,6ATY,Venom protein 51.1,1.8,X-ray
Q6Z2T3,7CJS_1,7CJS,Aquaporin NIP2-1,1.8,X-ray
A0A7G6KN55,7T9Q_1,7T9Q,CpoBD13,1.8,X-ray
P37268,3V66_1,3V66,Squalene synthase,1.8,X-ray
Q5SJ80,3S8G_2,3S8G,Cytochrome c oxidase subunit 2,1.8,X-ray
Q5ZK43,6IYX_1,6IYX,Trimeric intracellular cation channel type A,1.8,X-ray
P0DMH7,1E12_1,1E12,HALORHODOPSIN,1.8,X-ray
P31243,2POR_1,2POR,PORIN,1.8,X-ray
P28845,1XU7_1,1XU7,"Corticosteroid 11-beta-dehydrogenase, isozyme 1",1.8,X-ray
Q8TED1,3KIJ_1,3KIJ,Probable glutathione peroxidase 8,1.8,X-ray
O59952,5AP9_1,5AP9,LIPASE,1.8,X-ray
P02699,7ZBC_1,7ZBC,Rhodopsin,1.8,X-ray
P11889,2DDT_1,2DDT,Sphingomyelin phosphodiesterase,1.8,X-ray
Q61420,6XBO_1,6XBO,CMP-sialic acid transporter,1.8,X-ray
P25871,1AUN_1,1AUN,PR-5D,1.8,X-ray
P22394,1THG_1,1THG,Lipase 2,1.8,X-ray
Q6XLL6,6AVD_1,6AVD,Potassium channel toxin alpha-KTx 6.9,1.8,X-ray
P04156,3NVF_1,3NVF,Major prion protein,1.8,X-ray
P05090,2HZQ_1,2HZQ,Apolipoprotein D,1.8,X-ray
Q9UN19,1FAO_1,1FAO,DUAL ADAPTOR OF PHOSPHOTYROSINE AND 3-PHOSPHOINOSITIDES,1.8,X-ray
P02753,2WR6_1,2WR6,RETINOL-BINDING PROTEIN 4,1.8,X-ray
Q38882,6KZ9_1,6KZ9,Phospholipase D alpha 1,1.801,X-ray
Q8D0Z7,3QRA_1,3QRA,Attachment invasion locus protein,1.801,X-ray
Q8L7J2,3GNR_1,3GNR,Os03g0212800 protein,1.81,X-ray
Q9LT15,7AAQ_1,7AAQ,Sugar transport protein 10,1.81,X-ray
P02784,1H8P_1,1H8P,SEMINAL PLASMA PROTEIN PDC-109,1.82,X-ray
P46096,5VFG_1,5VFG,Synaptotagmin-1,1.82,X-ray
O76090,8D1I_1,8D1I,Bestrophin-1,1.82,EM
A8ALU5,5YS3_1,5YS3,Succinate-Acetate Permease,1.823,X-ray
Q76HJ9,6HCP_1,6HCP,BauA,1.83,X-ray
P08325,2W2R_1,2W2R,MATRIX PROTEIN,1.83,X-ray
P08254,1C3I_1,1C3I,STROMELYSIN-1,1.83,X-ray
Q5ZSQ3,4MXP_1,4MXP,Defects in Rab1 recruitment protein A,1.83,X-ray
Q00855,1XWV_1,1XWV,Der f II,1.83,X-ray
Q9FDJ9,2XBT_1,2XBT,CELLULOSOMAL SCAFFOLDIN,1.832,X-ray
Q8R9C0,4M5B_1,4M5B,Cobalamin biosynthesis protein CbiM,1.833,X-ray
Q8NCC3,4X90_1,4X90,Group XV phospholipase A2,1.84,X-ray
Q1AUE6,6KFQ_1,6KFQ,Rhodopsin,1.84,X-ray
P40709,5I5F_1,5I5F,Inner membrane protein YejM,1.84,X-ray
Q9NY59,5UVG_1,5UVG,"Sphingomyelin phosphodiesterase 3,Sphingomyelin phosphodiesterase 3",1.849,X-ray
Q9I116,6I96_1,6I96,Metal-pseudopaline receptor CntO,1.85,X-ray
Q58609,7B1L_1,7B1L,CDP-diacylglycerol--serine O-phosphatidyltransferase,1.85,X-ray
Q18DH8,4QI1_1,4QI1,Bacteriorhodopsin-I,1.85,X-ray
P17811,2X55_1,2X55,COAGULASE/FIBRINOLYSIN,1.85,X-ray
O15263,6CS9_1,6CS9,Beta-defensin 4A,1.85,X-ray
Q82X47,3B9Y_1,3B9Y,Ammonium transporter family Rh-like protein,1.85,X-ray
P75733,7VU0_1,7VU0,Chitoporin,1.85,X-ray
P30438,1PUO_1,1PUO,"Major allergen I polypeptide, fused chain 2, chain 1",1.85,X-ray
P0DUB8,2ES4_1,2ES4,Lipase,1.85,X-ray
P18895,7ACG_1,7ACG,Alginate biosynthesis protein AlgE,1.85,X-ray
G2WWV6,5XMZ_1,5XMZ,Effector protein PevD1,1.85,X-ray
Q05490,2ES4_2,2ES4,Lipase chaperone,1.85,X-ray
Q03103,3M31_1,3M31,Endoplasmic oxidoreductin-1,1.85,X-ray
U5U6L7,7CZ9_1,7CZ9,Efflux pump membrane transporter,1.85,X-ray
P37650,6TZK_1,6TZK,Cellulose synthase operon protein C,1.852,X-ray
P43261,4E1S_1,4E1S,Intimin,1.855,X-ray
Q6T179,1YXH_1,1YXH,phospholipase A2,1.86,X-ray
P02820,4MZZ_1,4MZZ,Osteocalcin,1.88,X-ray
P50405,6VZD_1,6VZD,Pulmonary surfactant-associated protein B,1.88,X-ray
Q9F1L5,7RF1_15,7RF1,Photosystem II 12 kDa extrinsic protein,1.89,X-ray
Q9F1K9,7RF1_10,7RF1,Photosystem II reaction center protein K,1.89,X-ray
Q8DIQ1,7RF1_2,7RF1,Photosystem II CP47 reaction center protein,1.89,X-ray
P09616,7AHL_1,7AHL,ALPHA-HEMOLYSIN,1.89,X-ray
B3FIS6,6AV8_1,6AV8,U5-theraphotoxin-Hs1b 1,1.89,X-ray
Q8DJI1,7RF1_17,7RF1,Photosystem II reaction center protein Ycf12,1.89,X-ray
Q9XCU0,1DUW_1,1DUW,NONAHEME CYTOCHROME C,1.89,X-ray
Q8DJ43,7RF1_7,7RF1,Photosystem II reaction center protein H,1.89,X-ray
Q6WJ03,1V3E_1,1V3E,hemagglutinin-neuraminidase glycoprotein,1.89,X-ray
Q8DKM3,7RF1_20,7RF1,Photosystem II protein Y,1.89,X-ray
Q8DJZ6,7RF1_8,7RF1,Photosystem II reaction center protein I,1.89,X-ray
P81172,3H0T_3,3H0T,Hepcidin,1.89,X-ray
Q8DIQ0,7RF1_14,7RF1,Photosystem II reaction center protein T,1.89,X-ray
Q8DIP0,7RF1_5,7RF1,Cytochrome b559 subunit alpha,1.89,X-ray
Q8DIN9,7RF1_6,7RF1,Cytochrome b559 subunit beta,1.89,X-ray
Q8DIN8,7RF1_11,7RF1,Photosystem II reaction center protein L,1.89,X-ray
Q8DIF8,7RF1_3,7RF1,Photosystem II CP43 reaction center protein,1.89,X-ray
P0A431,7RF1_13,7RF1,Photosystem II manganese-stabilizing polypeptide,1.89,X-ray
P59087,7RF1_9,7RF1,Photosystem II reaction center protein J,1.89,X-ray
P0A386,7RF1_16,7RF1,Cytochrome c-550,1.89,X-ray
Q9F1R6,7RF1_18,7RF1,Photosystem II reaction center X protein,1.89,X-ray
P0A444,7RF1_1,7RF1,Photosystem II protein D1 1,1.89,X-ray
Q8DHA7,7RF1_12,7RF1,Photosystem II reaction center protein M,1.89,X-ray
Q8CM25,7RF1_4,7RF1,Photosystem II D2 protein,1.89,X-ray
Q8DHJ2,7RF1_19,7RF1,Photosystem II reaction center protein Z,1.89,X-ray
P16469,3RDE_1,3RDE,"Arachidonate 12-lipoxygenase, 12S-type",1.892,X-ray
O14520,6QZI_1,6QZI,Aquaporin-7,1.9,X-ray
P17443,1F0K_1,1F0K,UDP-N-ACETYLGLUCOSAMINE-N-ACETYLMURAMYL-(PENTAPEPTIDE) PYROPHOSPHORYL-UNDECAPRENOL N-ACETYLGLUCOSAMINE TRANSFERASE,1.9,X-ray
Q8DIV4,7YQ7_1,7YQ7,Photosystem II protein D1 3,1.9,X-ray
Q8AVA3,2DDB_1,2DDB,Pseudecin,1.9,X-ray
O16025,3FG3_1,3FG3,Allene oxide synthase-lipoxygenase protein,1.9,X-ray
P75409,4TLV_1,4TLV,ADP-ribosylating toxin CARDS,1.9,X-ray
P01495,2YC1_3,2YC1,BETA-MAMMAL TOXIN CN2,1.9,X-ray
P01869,1ORS_2,1ORS,33H1 Fab heavy chain,1.9,X-ray
P10688,1MAI_1,1MAI,PHOSPHOLIPASE C DELTA-1,1.9,X-ray
P02754,3NQ9_1,3NQ9,Beta-lactoglobulin,1.9,X-ray
P19515,3TGL_1,3TGL,TRIACYL-GLYCEROL ACYLHYDROLASE,1.9,X-ray
Q6B9W9,3RFI_1,3RFI,Asp,1.9,X-ray
Q9TU17,7JKC_1,7JKC,Gap junction alpha-3 protein,1.9,EM
P02749,3OP8_1,3OP8,Beta-2-glycoprotein 1,1.9,X-ray
A0A0U3H1E6,5WUD_1,5WUD,Uncharacterized protein,1.9,X-ray
Q91062,1LSH_2,1LSH,LIPOVITELLIN (LV-2),1.9,X-ray
P39767,3PRN_1,3PRN,PORIN,1.9,X-ray
Q5KYD1,4IKV_1,4IKV,Di-tripeptide ABC transporter (Permease),1.9,X-ray
Q57556,3V5U_1,3V5U,Uncharacterized membrane protein MJ0091,1.9,X-ray
P0A917,1QJ8_1,1QJ8,OUTER MEMBRANE PROTEIN X,1.9,X-ray
P42259,5JJE_2,5JJE,Sensory rhodopsin II transducer,1.9,X-ray
P31100,1OQS_1,1OQS,Phospholipase A2 RV-7,1.9,X-ray
G3XDA5,4FRX_1,4FRX,Anaerobically-induced outer membrane porin OprE,1.9,X-ray
P19957,1FLE_2,1FLE,ELAFIN,1.9,X-ray
P0C216,1GYG_1,1GYG,PHOSPHOLIPASE C,1.9,X-ray
G3XCY8,5FOK_1,5FOK,IRON TRANSPORT OUTER MEMBRANE RECEPTOR,1.9,X-ray
Q8ZPT3,3FID_1,3FID,Putative outer membrane protein (LpxR),1.9,X-ray
Q96AC1,4F7H_1,4F7H,Fermitin family homolog 2,1.9,X-ray
Q2S2F8,3DDL_1,3DDL,Xanthorhodopsin,1.9,X-ray
P12239,3WU2_6,3WU2,Cytochrome b559 subunit beta,1.9,X-ray
P27896,5JEQ_1,5JEQ,Nitrate/nitrite sensor protein NarQ,1.9,X-ray
P12238,3WU2_5,3WU2,Cytochrome b559 subunit alpha,1.9,X-ray
P00128,3CX5_7,3CX5,Cytochrome b-c1 complex subunit 7,1.9,X-ray
P00127,3CX5_6,3CX5,Cytochrome b-c1 complex subunit 6,1.9,X-ray
P00163,3CX5_3,3CX5,CYTOCHROME B,1.9,X-ray
P12241,3WU2_11,3WU2,Photosystem II reaction center protein L,1.9,X-ray
P09681,2QKH_1,2QKH,Glucose-dependent insulinotropic polypeptide,1.9,X-ray
Q9I5I9,2CFU_1,2CFU,SDSA1,1.9,X-ray
O00445,5H4Y_1,5H4Y,Synaptotagmin-5,1.9,X-ray
P26662,3P8N_2,3P8N,HCV non-structural protein 4A,1.9,X-ray
P12259,1CZS_1,1CZS,PROTEIN (COAGULATION FACTOR V),1.9,X-ray
M1K561,7W7S_1,7W7S,Aquaporin 1,1.9,X-ray
M1VAN7,6A6M_1,6A6M,"ATP-binding cassette, sub-family B, member 1",1.9,X-ray
P21742,1WUW_1,1WUW,Beta-hordothionin,1.9,X-ray
Q7DGD4,3WU2_9,3WU2,Photosystem II reaction center protein J,1.9,X-ray
L0RVU0,5MDR_1,5MDR,Chitoporin,1.9,X-ray
P0A077,3LKF_1,3LKF,LEUKOCIDIN F SUBUNIT,1.9,X-ray
P50586,1C8Z_1,1C8Z,TUBBY PROTEIN,1.9,X-ray
P42196,5JJE_1,5JJE,Sensory rhodopsin-2,1.9,X-ray
P0A8K1,7CNW_2,7CNW,Phosphatidylserine decarboxylase alpha chain,1.9,X-ray
A0A6P3CW41,6K6I_1,6K6I,Cyanobacterial chloride importer,1.9,X-ray
P48546,2QKH_2,2QKH,Glucose-dependent insulinotropic polypeptide receptor,1.9,X-ray
P0A387,3WU2_16,3WU2,Cytochrome c-550,1.9,X-ray
P0A334,1R3J_3,1R3J,Voltage-gated potassium channel,1.9,X-ray
P51765,3WU2_1,3WU2,Photosystem Q(B) protein,1.9,X-ray
P50336,3NKS_1,3NKS,Protoporphyrinogen oxidase,1.9,X-ray
P12312,3WU2_12,3WU2,Photosystem II reaction center protein M,1.9,X-ray
P12313,3WU2_14,3WU2,Photosystem II reaction center protein T,1.9,X-ray
P11349,1Q16_2,1Q16,Respiratory nitrate reductase 1 beta chain,1.9,X-ray
P11350,1Q16_3,1Q16,Respiratory nitrate reductase 1 gamma chain,1.9,X-ray
P11373,3DCN_1,3DCN,Cutinase,1.9,X-ray
P11509,1Z10_1,1Z10,"cytochrome P450, family 2, subfamily A, polypeptide 6",1.9,X-ray
P31224,4DX5_1,4DX5,Acriflavine resistance protein B,1.9,X-ray
P29033,7QEQ_1,7QEQ,Gap junction beta-2 protein,1.9,EM
P12240,3WU2_8,3WU2,Photosystem II reaction center protein I,1.9,X-ray
P56152,3WU2_15,3WU2,Photosystem II 12 kDa extrinsic protein,1.9,X-ray
Q9KQW0,6MLT_1,6MLT,Hemolysin-related protein,1.9,X-ray
Q1XA76,2QTS_1,2QTS,Acid-sensing ion channel,1.9,X-ray
Q9KN88,4DGH_1,4DGH,Sulfate permease family protein,1.9,X-ray
D2Z0P1,5Y5S_6,5Y5S,LH1 beta polypeptide,1.9,X-ray
D0VWR7,3WU2_3,3WU2,Photosystem II 44 kDa reaction center protein,1.9,X-ray
D0VWR8,3WU2_4,3WU2,Photosystem II D2 protein,1.9,X-ray
P08067,3CX5_5,3CX5,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",1.9,X-ray
P07602,4DDJ_1,4DDJ,Saposin-A,1.9,X-ray
D0VWR5,3WU2_19,3WU2,Photosystem II reaction center protein Z,1.9,X-ray
P07143,3CX5_4,3CX5,"Cytochrome c1, heme protein, mitochondrial",1.9,X-ray
Q02471,1OQS_2,1OQS,Phospholipase A2 RV-4,1.9,X-ray
D0VWR3,3WU2_17,3WU2,Photosystem II reaction center protein Ycf12,1.9,X-ray
D0VWR2,3WU2_13,3WU2,Photosystem II manganese-stabilizing polypeptide,1.9,X-ray
D2Z0P9,5Y5S_4,5Y5S,Photosynthetic reaction center H subunit,1.9,X-ray
P08525,3CX5_8,3CX5,Cytochrome b-c1 complex subunit 8,1.9,X-ray
P09152,1Q16_1,1Q16,Respiratory nitrate reductase 1 alpha chain,1.9,X-ray
Q9P4F6,4AUP_1,4AUP,PHOSPHOLIPASE A2 GROUP XIII,1.9,X-ray
Q9RLV9,1ZWX_1,1ZWX,sphingomyelinase-c,1.9,X-ray
P00772,1FLE_1,1FLE,ELASTASE,1.9,X-ray
P06907,1NEU_1,1NEU,MYELIN P0 PROTEIN,1.9,X-ray
X0BTD8,5AJH_1,5AJH,CUTINASE,1.9,X-ray
Q9YDF8,1ORS_3,1ORS,potassium channel,1.9,X-ray
P18886,2H4T_1,2H4T,"Carnitine O-palmitoyltransferase II, mitochondrial",1.9,X-ray
P19052,3WU2_7,3WU2,Photosystem II reaction center protein H,1.9,X-ray
O18823,5W7B_2,5W7B,Acyloxyacyl hydrolase large subunit,1.9,X-ray
P19054,3WU2_10,3WU2,Photosystem II reaction center protein K,1.9,X-ray
Q9WMX2,3FQM_1,3FQM,Non-structural protein 5A,1.9,X-ray
D0VWR1,3WU2_2,3WU2,Photosystem II CP47 chlorophyll apoprotein,1.9,X-ray
Q8GR64,1KV9_1,1KV9,TYPE II QUINOHEMOPROTEIN ALCOHOL DEHYDROGENASE,1.9,X-ray
D0VWR4,3WU2_18,3WU2,Photosystem II reaction center protein X,1.9,X-ray
P07257,3CX5_2,3CX5,"Cytochrome b-c1 complex subunit 2, mitochondrial",1.9,X-ray
P07256,3CX5_1,3CX5,"Cytochrome b-c1 complex subunit 1, mitochondrial",1.9,X-ray
D2Z0P3,5Y5S_2,5Y5S,Photosynthetic reaction center L subunit,1.9,X-ray
P63000,2P2L_1,2P2L,Ras-related C3 botulinum toxin substrate 1,1.9,X-ray
D2Z0P2,5Y5S_5,5Y5S,LH1 alpha polypeptide,1.9,X-ray
P59938,6AU7_1,6AU7,Potassium channel toxin gamma-KTx 2.2,1.9,X-ray
P61829,4F4S_1,4F4S,"ATP synthase subunit 9, mitochondrial",1.9,X-ray
P60301,1H0J_1,1H0J,CARDIOTOXIN-3,1.9,X-ray
A8ASG6,5Y5S_3,5Y5S,Photosynthetic reaction center M subunit,1.9,X-ray
D2Z0P5,5Y5S_1,5Y5S,Photosynthetic reaction center cytochrome c subunit,1.9,X-ray
P61914,1IAZ_1,1IAZ,EQUINATOXIN II,1.9,X-ray
P60844,2O9G_1,2O9G,Aquaporin Z,1.9,X-ray
P59666,1DFN_1,1DFN,DEFENSIN HNP-3,1.9,X-ray
P22289,3CX5_9,3CX5,Cytochrome b-c1 complex subunit 9,1.9,X-ray
Q6J8I9,2B6O_1,2B6O,Lens fiber major intrinsic protein,1.9,EM
A1T557,4XU4_1,4XU4,Uncharacterized protein,1.901,X-ray
O27985,4O6M_1,4O6M,"AF2299, a CDP-alcohol phosphotransferase",1.901,X-ray
O75923,4CAH_1,4CAH,DYSFERLIN,1.901,X-ray
Q5Y4Y6,5B5R_1,5B5R,Gasdermin-A3,1.902,X-ray
Q96BM9,2H18_1,2H18,ADP-ribosylation factor-like protein 8A,1.902,X-ray
Q9UBW5,4AVM_1,4AVM,BRIDGING INTEGRATOR 2,1.91,X-ray
P04062,6Q6K_1,6Q6K,Glucosylceramidase,1.92,X-ray
Q6GHN9,6RYO_1,6RYO,Lipoprotein signal peptidase,1.924,X-ray
Q55438,7N8O_20,7N8O,Photosystem II reaction center protein Ycf12,1.93,EM
P10549,7N8O_13,7N8O,Photosystem II manganese-stabilizing polypeptide,1.93,EM
P74787,7N8O_16,7N8O,Photosystem II reaction center protein T,1.93,EM
P16033,7N8O_1,7N8O,Photosystem II protein D1 2,1.93,EM
A6LAN0,3P94_1,3P94,GDSL-like Lipase,1.93,X-ray
E1BF86,8D1N_1,8D1N,Bestrophin,1.93,EM
Q55354,7N8O_11,7N8O,Photosystem II reaction center protein L,1.93,EM
Q54697,7N8O_8,7N8O,Photosystem II reaction center protein I,1.93,EM
Q55013,7N8O_18,7N8O,Cytochrome c-550,1.93,EM
P09193,7N8O_3,7N8O,Photosystem II CP43 reaction center protein,1.93,EM
P09190,7N8O_5,7N8O,Cytochrome b559 subunit alpha,1.93,EM
P09191,7N8O_6,7N8O,Cytochrome b559 subunit beta,1.93,EM
Q9NZM1,6EEL_1,6EEL,Myoferlin,1.93,X-ray
P05429,7N8O_2,7N8O,Photosystem II CP47 reaction center protein,1.93,EM
P15819,7N8O_10,7N8O,Photosystem II reaction center protein K,1.93,EM
P9WN23,2QRW_1,2QRW,Hemoglobin-like protein HbO,1.93,X-ray
P72575,7N8O_19,7N8O,Photosystem II reaction center X protein,1.93,EM
P73070,7N8O_9,7N8O,Photosystem II reaction center protein J,1.93,EM
P09192,7N8O_4,7N8O,Photosystem II D2 protein,1.93,EM
P14835,7N8O_7,7N8O,Photosystem II reaction center protein H,1.93,EM
Q55332,7N8O_17,7N8O,Photosystem II 12 kDa extrinsic protein,1.93,EM
Q934G3,4FQE_1,4FQE,Oligogalacturonate-specific porin kdgM,1.93,X-ray
P73048,7N8O_14,7N8O,Sll1638 protein,1.93,EM
P72701,7N8O_12,7N8O,Photosystem II reaction center protein M,1.93,EM
P73676,7N8O_15,7N8O,Photosystem II protein Y,1.93,EM
P73528,7N8O_21,7N8O,Photosystem II reaction center protein Z,1.93,EM
Q813T3,7B0P_1,7B0P,Hypothetical Membrane Spanning Protein,1.935,X-ray
P0A940,6QGW_1,6QGW,Outer membrane protein assembly factor BamA,1.938,X-ray
Q6IYF9,6RNK_1,6RNK,Succinate receptor 1,1.94,X-ray
D0CAH3,5FP1_1,5FP1,TONB-DEPENDENT SIDEROPHORE RECEPTOR,1.94,X-ray
A0QWG6,4N9W_1,4N9W,GDP-mannose-dependent alpha-(1-2)-phosphatidylinositol mannosyltransferase,1.94,X-ray
P55917,7JJP_1,7JJP,Gap junction alpha-8 protein,1.94,EM
P05695,2O4V_1,2O4V,Porin P,1.94,X-ray
P02931,6ZHV_1,6ZHV,Outer membrane porin F,1.945,X-ray
P63092,7MBX_1,7MBX,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,1.95,EM
P59768,7MBX_3,7MBX,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2,1.95,EM
O34738,5EDL_1,5EDL,Putative HMP/thiamine permease protein YkoE,1.95,X-ray
P06129,2GUF_1,2GUF,Vitamin B12 transporter btuB,1.95,X-ray
P00803,1B12_1,1B12,SIGNAL PEPTIDASE I,1.95,X-ray
Q7L0J3,4V11_2,4V11,SYNAPTIC VESICLE GLYCOPROTEIN 2A,1.95,X-ray
P27359,3HDE_1,3HDE,Lysozyme,1.95,X-ray
P0DKR6,5DZ5_1,5DZ5,Mambalgin-1,1.95,X-ray
P32238,7MBX_6,7MBX,Cholecystokinin receptor type A,1.95,EM
O31539,4PGR_1,4PGR,Uncharacterized protein YetJ,1.95,X-ray
P05177,2HI4_1,2HI4,Cytochrome P450 1A2,1.95,X-ray
B4EZY7,5NV9_1,5NV9,Putative sodium:solute symporter,1.95,X-ray
L8GJB3,7UWP_1,7UWP,sterol 14a-demethylase,1.95,X-ray
P06307,7MBX_5,7MBX,Cholecystokinin-8,1.95,EM
Q02201,4B2Z_1,4B2Z,Oxysterol-binding protein homolog 6,1.95,X-ray
O67998,3K8G_1,3K8G,30kLP,1.95,X-ray
Q9ERC5,3L9B_1,3L9B,Otoferlin,1.95,X-ray
Q9HCE7,3PYC_1,3PYC,E3 ubiquitin-protein ligase SMURF1,1.96,X-ray
O43614,5WQC_1,5WQC,"Orexin receptor type 2,GlgA glycogen synthase,Orexin receptor type 2",1.96,X-ray
Q8B0H2,1LG7_1,1LG7,VSV matrix protein,1.96,X-ray
P0AC55,2NS1_2,2NS1,Nitrogen regulatory protein P-II 2,1.962,X-ray
P32946,1GZ7_1,1GZ7,LIPASE 2,1.97,X-ray
A0A0H2V5A3,6BEA_1,6BEA,Autotransporter protein UpaB,1.97,X-ray
G3XD89,6FOK_1,6FOK,Putative copper transport outer membrane porin OprC,1.97,X-ray
Q8DKP6,7FIX_13,7FIX,Photosystem I 4.8K protein,1.97,EM
F6UME2,4V3J_1,4V3J,MONOTREME LACTATING PROTEIN,1.97,X-ray
P0ABE5,5OC0_1,5OC0,Cytochrome b561,1.97,X-ray
O15496,1LE6_1,1LE6,Group X Secretory Phospholipase A2,1.97,X-ray
Q8DGB4,7FIX_10,7FIX,Photosystem I reaction center subunit XI,1.97,EM
O43586,7AAL_1,7AAL,Proline-serine-threonine phosphatase-interacting protein 1,1.97,X-ray
P0A403,7FIX_11,7FIX,Photosystem I reaction center subunit XII,1.97,EM
P0A429,7FIX_8,7FIX,Photosystem I reaction center subunit IX,1.97,EM
P0A427,7FIX_7,7FIX,Photosystem I reaction center subunit VIII,1.97,EM
P0A425,7FIX_9,7FIX,Photosystem I reaction center subunit PsaK,1.97,EM
P0A401,7FIX_6,7FIX,Photosystem I reaction center subunit III,1.97,EM
P0A407,7FIX_2,7FIX,Photosystem I P700 chlorophyll a apoprotein A2,1.97,EM
P0A405,7FIX_1,7FIX,Photosystem I P700 chlorophyll a apoprotein A1,1.97,EM
P0A415,7FIX_3,7FIX,Photosystem I iron-sulfur center,1.97,EM
P0A423,7FIX_5,7FIX,Photosystem I reaction center subunit IV,1.97,EM
Q186B7,3TDS_1,3TDS,formate/nitrite transporter,1.975,X-ray
Q9BZF1,5U78_1,5U78,Oxysterol-binding protein-related protein 8,1.978,X-ray
Q13614,1ZVR_1,1ZVR,Myotubularin-related protein 2,1.98,X-ray
Q8K424,7MIJ_1,7MIJ,Transient receptor potential cation channel subfamily V member 3,1.98,EM
P09917,7TTK_1,7TTK,Arachidonate 5-lipoxygenase,1.98,X-ray
Q1Q357,6EU6_1,6EU6,Ammonium transporter,1.98,X-ray
Q04IN8,5CR6_1,5CR6,Pneumolysin,1.98,X-ray
Q08210,4CQ8_1,4CQ8,DIHYDROOROTATE DEHYDROGENASE,1.98,X-ray
Q16850,6UEZ_1,6UEZ,Lanosterol 14-alpha demethylase,1.98,X-ray
P42212,6WVH_1,6WVH,"Vitamin K epoxide reductase, termini restrained by green fluorescent protein",1.99,X-ray
O00499,2FIC_1,2FIC,Myc box-dependent-interacting protein 1,1.99,X-ray
P81605,6SHK_1,6SHK,Dermcidin,1.992,X-ray
P0C960,2Y8P_1,2Y8P,ENDO-TYPE MEMBRANE-BOUND LYTIC MUREIN TRANSGLYCOSYLASE A,1.995,X-ray
Q9Q0L9,6BKL_1,6BKL,Matrix protein 2,1.995,X-ray
Q77DJ6,1ES6_1,1ES6,MATRIX PROTEIN VP40,2.0,X-ray
O06524,1SR4_3,1SR4,cytolethal distending toxin protein C,2.0,X-ray
O06523,1SR4_2,1SR4,cytolethal distending toxin protein B,2.0,X-ray
O06522,1SR4_1,1SR4,Cytolethal distending toxin subunit A,2.0,X-ray
Q7NP59,6NWD_1,6NWD,Gll0198 protein,2.0,X-ray
Q7T2I5,6PNW_1,6PNW,Erabutoxin c,2.0,X-ray
P01501,2MLT_1,2MLT,MELITTIN,2.0,X-ray
P06996,2J1N_1,2J1N,OUTER MEMBRANE PROTEIN C,2.0,X-ray
O55012,1HFA_1,1HFA,CLATHRIN ASSEMBLY PROTEIN SHORT FORM,2.0,X-ray
P11712,1R9O_1,1R9O,Cytochrome P450 2C9,2.0,X-ray
Q9SKR2,7AS6_1,7AS6,Synaptotagmin-1,2.0,X-ray
P02973,1OQW_1,1OQW,Fimbrial protein,2.0,X-ray
P32947,1CLE_1,1CLE,CHOLESTEROL ESTERASE,2.0,X-ray
Q62261,1BTN_1,1BTN,BETA-SPECTRIN,2.0,X-ray
Q5XX02,3VNE_1,3VNE,Membrane-associated protein VP24,2.0,X-ray
