pdb,name,n_subunit_uniprots,uniprots,c0_invnm,A_foot_nm2,E_curv_kBT,n_chains,contam_flag,resolution,rank,clears_gate,abs_c0,is_original13,rep_uniprot,n_label_go,label_positive
6V22,Calcium-activated potassium channel subunit beta-4,1,Q86W47,-0.0435109058973622,54.749772405,4.146088425795512,4.0,True,3.2,139,False,0.0435109058973622,False,Q86W47,0,False
7ZC2,Amino acid/peptide transporter,1,P39276,0.0894032347998796,12.86078819,4.111819507360297,1.0,False,2.72,140,False,0.0894032347998796,False,P39276,0,False
5UN1,N-methyl-D-aspartate receptor subunit NR1-3a,2,"A0A1L8F5J9,A7XY94",-0.0769125017287369,17.332821915,4.101315146893737,4.0,False,3.6,141,False,0.0769125017287369,False,A0A1L8F5J9,0,False
6IGZ,PsaC,11,"A0A0D6E2L8,A0A4V8GZZ2,A0A4V8GZZ3,A0A4V8GZZ4,A0A4V8GZZ5,A0A4V8GZZ9,A0A4V8H003,A0A4V8H005,A0A4V8H007,A0A4V8H009,A0A4V8H010",0.0515494692796063,38.50178703499999,4.092505536773789,2.0,True,3.49,142,False,0.0515494692796063,False,A0A0D6E2L8,0,False
7FH1,Meckelin,1,Q5HYA8,-0.0834104354507039,14.699674205,4.090802170188901,2.0,False,3.34,143,False,0.0834104354507039,False,Q5HYA8,0,False
6PV7,Fusion protein of Neuronal acetylcholine receptor subunit alpha-3 and Soluble cytochrome b562,2,"P30926,P32297",0.0689172870070686,21.47620401999999,4.080128657360187,5.0,False,3.34,144,False,0.0689172870070686,False,P30926,0,False
7MHY,Protein-cysteine N-palmitoyltransferase HHAT,1,Q5VTY9,-0.0780253485898625,16.740617504999992,4.076645056819222,1.0,False,2.7,145,False,0.0780253485898625,False,Q5VTY9,0,False
7AWM,"Excitatory amino acid transporter 1,Neutral amino acid transporter B(0),Excitatory amino acid transporter 1",1,P43003,0.0469993338733007,46.084663345,4.071925428657351,3.0,False,3.25,146,False,0.0469993338733007,False,P43003,0,False
7D60,Calcium homeostasis modulator protein 5,1,Q8N5C1,-0.034571645010822,84.43984259000001,4.036895396807794,11.0,False,2.61,147,False,0.034571645010822,False,Q8N5C1,0,False
6BUG,D-alanyl transfer protein DltB,1,Q5M4V4,-0.0927360149161942,11.692119909999995,4.022074499447846,1.0,False,3.27,148,False,0.0927360149161942,False,Q5M4V4,0,False
5VKQ,No mechanoreceptor potential C isoform L,1,E0A9E1,-0.0432875469403923,53.473955795,4.008005003586862,4.0,False,3.55,149,False,0.0432875469403923,False,E0A9E1,0,False
7P0Q,Reaction center protein H chain,3,"P0C0Y7,P0C0Y8,P0C0Y9",0.0862343287720455,13.434251350000002,3.996076883920085,3.0,False,1.73,150,False,0.0862343287720455,False,P0C0Y7,0,False
7YCA,"Photosystem I PsaH, reaction centre subunit VI",14,"A0A090M7B0,A0A090N3J0,A0A096P8E8,A0A096P9N0,A0A096PAU9,A0A1Y5IA87,Q019T9,Q01DV3,Q0P3J4,Q0P3J8,Q0P3K0,Q0P3K1,Q0P3K2,Q0P3P1",0.0514936769484531,37.00333204,3.924719582520089,2.0,True,2.94,151,False,0.0514936769484531,False,A0A090M7B0,0,False
7DKZ,PSI-F,10,"A0A0F6NGI2,A0A0M3KL10,A0A0M3KL12,D5MAL3,E1C9L1,E1C9L3,P05310,Q32904,Q41038,Q9SQL2",0.0506622071218383,37.89800032999999,3.890850094512825,2.0,True,2.393,152,False,0.0506622071218383,False,A0A0F6NGI2,0,False
6A2W,Protein fucoxanthin chlorophyl a/c protein,1,B7FRW2,0.1234408417958059,6.359769050000001,3.8763152127451592,2.0,False,1.8,153,False,0.1234408417958059,False,B7FRW2,0,False
7QN5,Gamma-aminobutyric acid receptor subunit alpha-4,2,"O14764,P48169",0.0636623366473139,23.701265615,3.8423478419037433,5.0,False,2.5,154,False,0.0636623366473139,False,O14764,0,False
3SYA,G protein-activated inward rectifier potassium channel 2,1,P48542,0.0984857487363353,9.89837933,3.8403505270137073,4.0,False,2.98,155,False,0.0984857487363353,False,P48542,0,False
6X3T,Gamma-aminobutyric acid type A receptor subunit gamma-2,3,"P14867,P18507,P47870",0.0637195779189789,23.63536444,3.838557718204561,5.0,False,2.55,156,False,0.0637195779189789,False,P14867,0,False
5MRW,Potassium-transporting ATPase KdpC subunit,4,"P03959,P03960,P03961,P36937",0.0657642128244336,21.9592826,3.7988958868661102,2.0,True,2.9,157,False,0.0657642128244336,False,P03959,0,False
6AEI,Short transient receptor potential channel 5,1,Q9QX29,-0.0462876831188764,44.24175438,3.791606141072804,4.0,False,2.89,158,False,0.0462876831188764,False,Q9QX29,0,False
4RI2,"Photosystem II 22 kDa protein, chloroplastic",1,Q02060,0.1207406993654405,6.481919585000001,3.7798190051657343,2.0,False,2.35,159,False,0.1207406993654405,False,Q02060,0,False
1UUN,MSPA,1,A0QR29,0.0764535081044288,16.02400083,3.746500424347361,8.0,False,2.5,160,False,0.0764535081044288,False,A0QR29,0,False
5BKF,Glycine receptor subunit alpha-2,1,P23416,0.0624993660609573,23.887140375,3.732289969023229,5.0,False,3.6,161,False,0.0624993660609573,False,P23416,0,False
7BCT,Neutral amino acid transporter B(0),1,Q15758,0.0470206180662087,41.913880615,3.706760532555423,3.0,False,3.37,162,False,0.0470206180662087,False,Q15758,0,False
7JI3,Proton-activated chloride channel,1,A0A4Z2BWB0,-0.1218744096735039,6.2346217100000025,3.704206154996589,3.0,False,3.46,163,False,0.1218744096735039,False,A0A4Z2BWB0,0,False
7XLB,Pannexin-2,1,Q96RD6,-0.0422296409551096,51.58372607,3.679658195518187,7.0,False,3.44,164,False,0.0422296409551096,False,Q96RD6,0,False
6MGV,Calcium permeable stress-gated cation channel 1,1,Q5XEZ5,-0.0567184956981961,28.59534045000001,3.679634402269021,2.0,False,3.1,165,False,0.0567184956981961,False,Q5XEZ5,0,False
7ZXM,Gap junction beta-1 protein,1,P08034,0.0504631955284052,35.96447724999999,3.663390712458591,6.0,False,2.14,166,False,0.0504631955284052,False,P08034,0,False
6O72,Transient receptor potential cation channel subfamily M member 8,1,A0A5S8WF66,-0.0492344853579155,37.49621648,3.6356849673604015,4.0,False,3.0,167,False,0.0492344853579155,False,A0A5S8WF66,0,False
1IFP,MAJOR COAT PROTEIN ASSEMBLY,1,P03623,0.0805826116996879,13.983838314999998,3.632194219562024,7.0,False,3.1,168,False,0.0805826116996879,False,P03623,0,False
5OSC,"Proton-gated ion channel,Gamma-aminobutyric acid receptor subunit alpha-2,Gamma-aminobutyric acid receptor subunit alpha-1",1,P26048,0.0624196297701065,23.29720839,3.6308328203817433,5.0,False,3.1,169,False,0.0624196297701065,False,P26048,0,False
7OP8,Cation-transporting ATPase,1,G0S7G9,-0.0861141938021507,12.18633255,3.614785211191789,1.0,False,3.5,170,False,0.0861141938021507,False,G0S7G9,0,False
1KQF,"FORMATE DEHYDROGENASE, NITRATE-INDUCIBLE, IRON-SULFUR SUBUNIT",3,"P0AAJ3,P0AEK7,P24183",0.1013137019877419,8.800487179999998,3.613292131788199,3.0,True,1.6,171,False,0.1013137019877419,False,P0AAJ3,0,False
7F4V,Photosystem I reaction center subunit Z,9,"P0C029,Q7NF26,Q7NFT5,Q7NFT6,Q7NFW6,Q7NG86,Q7NH05,Q7NHY3,Q7NIE7",0.0218839914649562,188.23577292,3.6059128516470738,6.0,True,2.04,172,False,0.0218839914649562,False,P0C029,0,False
6W8X,pilin,1,A0A157T322,0.1510912670467174,3.900281530000001,3.5615141496375613,3.0,False,3.4,173,False,0.1510912670467174,False,A0A157T322,0,False
1HGZ,PH75 INOVIRUS MAJOR COAT PROTEIN,1,P82889,0.0780902194721846,14.58238552,3.5569835262900806,9.0,False,2.4,174,False,0.0780902194721846,False,P82889,0,False
5VRH,Apolipoprotein N-acyltransferase,1,P23930,0.1110415623717627,7.1795614300000015,3.5410253397080784,1.0,False,2.137,175,False,0.1110415623717627,False,P23930,0,False
4O6M,"AF2299, a CDP-alcohol phosphotransferase",1,O27985,-0.0939716197444413,10.003781565,3.533601876353188,2.0,False,1.901,176,False,0.0939716197444413,False,O27985,0,False
3H90,Ferrous-iron efflux pump fieF,1,P69380,0.0780984158899368,14.363656000000002,3.5043658278403065,2.0,False,2.9,177,False,0.0780984158899368,False,P69380,0,False
1RWT,"Chlorophyll A-B binding protein, chloroplast",1,P12333,0.0643368289494228,20.93935376,3.4669100062655644,3.0,False,2.72,178,False,0.0643368289494228,False,P12333,0,False
7URF,SHH-N peptide,1,Q15465,-0.0713863642031068,16.75150875,3.414636250457064,1.0,False,2.8,179,False,0.0713863642031068,False,Q15465,0,False
4WIS,lipid scramblase,1,C7Z7K1,-0.0567647174089016,26.02786447,3.354713900962257,2.0,False,3.3,180,False,0.0567647174089016,False,C7Z7K1,0,False
5OSA,"Proton-gated ion channel,Gamma-aminobutyric acid receptor subunit alpha-1,Gamma-aminobutyric acid receptor subunit alpha-1",1,P62812,0.058788893477997,23.965554205,3.3131266651873306,5.0,False,2.75000236232,181,False,0.058788893477997,False,P62812,0,False
7XJ0,Fusion protein of Transient receptor potential cation channel subfamily V member 3 and 3C-GFP,1,Q8NET8,0.0430372511928841,44.57636134999998,3.302582357567395,4.0,False,2.53,182,False,0.0430372511928841,False,Q8NET8,0,False
6VFE,"Gasdermin-D, N-terminal",1,P57764,-0.0153350602503534,349.432133925,3.286955352385625,33.0,False,3.9,183,False,0.0153350602503534,False,P57764,0,False
7TU9,Glycine receptor beta subunit 2,1,Q6DC22,0.061198739301216,21.93712576,3.286432129352374,5.0,False,3.0,184,False,0.061198739301216,False,Q6DC22,0,False
5L26,Nucleoside permease,1,G4CRQ5,0.0440358166416579,42.328006405,3.2832194735637428,3.0,False,3.4,185,False,0.0440358166416579,False,G4CRQ5,0,False
6M18,Angiotensin-converting enzyme 2,2,"Q695T7,Q9BYF1",0.0467447873383911,37.45231333500001,3.2734447571127574,4.0,False,2.9,186,False,0.0467447873383911,False,Q695T7,0,False
8E93,"Glutamate receptor ionotropic, NMDA 2C",1,Q14957,-0.1060430507031613,7.225174740000001,3.2499207650540867,2.0,True,3.71,187,False,0.1060430507031613,False,Q14957,0,False
6LY5,FCPI-13,26,"A0A1E7F4Y9,A0A6J4B024,A0A6J4B037,A0A6J4B0A4,A0A6J4B0E7,A0A6J4B0N3,A0A6J4B0S3,A0A6J4B109,A0A6J4B112,A0A6J4B118,A0A6J4B125,A0A6J4B150,A0A6J4B2D5,A0A6J4B2D8,A0A6J4B3M5,A0A6J4B492,A0A6J4B499,A0A6J4B7P2,A0A6J4B7P8,A4GGC6,B8C0K4,E1C9K6,P10793,P12355,P17227,Q85G73",0.0453659696283457,39.27901298500001,3.233560216056929,2.0,True,2.38,188,False,0.0453659696283457,False,A0A1E7F4Y9,0,False
5Z1L,Flagellin,1,Q6LWP3,0.1338401461335528,4.499032345000001,3.2236798977588434,4.0,False,4.0,189,False,0.1338401461335528,False,Q6LWP3,0,False
4HFI,Proton-gated ion channel,1,Q7NDN8,0.0577368239175224,24.088234955000004,3.2119645956661653,5.0,False,2.4,190,False,0.0577368239175224,False,Q7NDN8,0,False
6RD4,ATP synthase subunit alpha,10,"A0A5H1ZR73,A0A5H1ZR95,A0ZW40,A0ZW41,D7P7X5,D7P7X6,D8V7I1,D8V7I7,H8PGG3,Q4LDE7",0.035351698982231,64.239843935,3.211330837099142,24.0,False,2.9,191,False,0.035351698982231,False,A0A5H1ZR73,0,False
4MND,CTP L-myo-inositol-1-phosphate cytidylyltransferase/CDP-L-myo-inositol myo-inositolphosphotransferase,1,O29976,-0.0945295442912591,8.970222130000003,3.2062569027948937,2.0,False,2.66,192,False,0.0945295442912591,False,O29976,0,False
8CWM,Flagellin,1,F0NG73,0.1465653926901315,3.72492189,3.2006636192965083,4.0,False,3.4,193,False,0.1465653926901315,False,F0NG73,0,False
4Q65,Dipeptide permease D,1,P75742,-0.0807333815491502,12.250239054999998,3.193822984478309,1.0,False,3.4,194,False,0.0807333815491502,False,P75742,0,False
5SY1,STRA6,1,F1RAX4,0.0511706472852754,30.396064254999995,3.1836049148894108,2.0,False,3.9,195,False,0.0511706472852754,False,F1RAX4,0,False
7CFF,Hemolysin,1,A0A109QFA5,-0.1480500719563804,3.61825528,3.172315998739855,2.0,False,2.0,196,False,0.1480500719563804,False,A0A109QFA5,0,False
6CVL,MetQ periplasmic binding protein,1,P28635,0.1007590222585344,7.7556021899999985,3.14951299820914,2.0,False,2.953,197,False,0.1007590222585344,False,P28635,0,False
7Z1T,Gap junction alpha-1 protein,1,P17302,-0.048480288843654,33.326959335000005,3.1331852996954326,6.0,False,2.26,198,False,0.048480288843654,False,P17302,0,False
4ZR1,Ceramide very long chain fatty acid hydroxylase SCS7,1,Q03529,-0.1600889122664253,3.05298232,3.1297293900718457,1.0,False,2.6008,199,False,0.1600889122664253,False,Q03529,0,False
5AZB,Prolipoprotein diacylglyceryl transferase,1,P60955,0.1177387911271074,5.627366024999999,3.1203571141854325,1.0,False,1.6,200,False,0.1177387911271074,False,P60955,0,False
6NWA,Photosystem I reaction center subunit PsaK 1,2,"P72712,Q55274",0.0199410914246132,193.49017117,3.0776324283244816,6.0,True,3.48,201,False,0.0199410914246132,False,P72712,0,False
1OKC,"ADP, ATP CARRIER PROTEIN HEART ISOFORM T1",1,P02722,0.1180967319804597,5.4316420700000005,3.0301693036675443,1.0,False,2.2,202,False,0.1180967319804597,False,P02722,0,False
6X6K,Cag pathogenicity island protein,2,"O25262,Q6VRP0",-0.057582687376176,22.731257930000005,3.014861183117644,14.0,False,3.1,203,False,0.057582687376176,False,O25262,0,False
1IFI,INOVIRUS,1,P69539,0.0805642251477626,11.577035450000004,3.0056736462170104,5.0,False,3.3,204,False,0.0805642251477626,False,P69539,0,False
4GX0,TrkA domain protein,1,Q74FS9,0.1350585804692851,4.066839345000001,2.96729940420649,2.0,True,2.601,205,False,0.1350585804692851,False,Q74FS9,0,False
7VD5,Photosystem II reaction center X protein,22,"A0A679BVT0,A0A679BVT2,A0A679BVT8,A0A679BVV7,A0A679BWI3,A0A679BXP6,A0A679C012,A0A679C209,A0A679C215,A0A679C261,A0A679C262,A0A679C298,A0A679C2A0,A0A679C6E3,A0A679C6E6,A0A679C6E8,B6ZHE8,B6ZHE9,B6ZHF0,B6ZHF2,B6ZHF4,B7XBY7",0.0292690335833218,86.54421514500001,2.9656152138000844,3.0,True,2.5,206,False,0.0292690335833218,False,A0A679BVT0,0,False
7KR5,Calcium release-activated calcium channel protein 1,1,Q9U6B8,-0.0552124457302966,24.308704055,2.964119909524044,6.0,False,3.3,207,False,0.0552124457302966,False,Q9U6B8,0,False
2BG9,"ACETYLCHOLINE RECEPTOR PROTEIN, GAMMA CHAIN",4,"P02711,Q6S3H8,Q6S3H9,Q6S3I0",0.05307457212268,25.767022525,2.903335549161908,5.0,False,4.0,208,False,0.05307457212268,False,P02711,0,False
7MIJ,Transient receptor potential cation channel subfamily V member 3,1,Q8K424,0.0398172380230495,45.53752509000001,2.887830357472811,4.0,False,1.98,209,False,0.0398172380230495,False,Q8K424,0,False
7EKP,Neuronal acetylcholine receptor subunit alpha-7,1,P36544,0.0586069724838959,20.96797460500001,2.880812864038556,5.0,False,2.85,210,False,0.0586069724838959,False,P36544,0,False
7NNU,Energy-coupling factor transporter ATP-binding protein EcfA2,4,"Q1G929,Q1GBI8,Q1GBI9,Q1GBJ0",-0.1507482324423093,3.168040170000001,2.8797522635229083,1.0,False,2.7,211,False,0.1507482324423093,False,Q1G929,0,False
6M96,Transport permease protein,1,O67182,0.0670466557896166,15.894445815000006,2.8579828785301675,2.0,False,2.05,212,False,0.0670466557896166,False,O67182,0,False
7RXG,afTMEM16 lipid scramblase,1,Q4WA18,-0.0528672805683626,25.523917135,2.853522229029225,2.0,False,2.28,213,False,0.0528672805683626,False,Q4WA18,0,False
6L35,"Chlorophyll a-b binding protein, chloroplastic",1,A0A2K1KN29,0.0425406479566193,39.21546099,2.838739344701553,2.0,True,3.23,214,False,0.0425406479566193,False,A0A2K1KN29,0,False
4Z3N,Putative drug/sodium antiporter,1,Q0P7K3,0.077810967008173,11.650099375,2.821442776246778,1.0,False,2.7,215,False,0.077810967008173,False,Q0P7K3,0,False
7XS6,Chitin synthase 1,1,P08004,-0.0738589010552226,12.924348315,2.820163764803884,2.0,False,2.9,216,False,0.0738589010552226,False,P08004,0,False
6KMX,Photosystem I reaction center subunit XI,5,"A0A1Z3HIL0,A0A1Z3HIL5,A0A1Z3HIN6,A0A1Z3HIQ7,A0A1Z3HR36",0.0191182648496416,192.863214495,2.819722304514497,6.0,True,2.41,217,False,0.0191182648496416,False,A0A1Z3HIL0,0,False
3LDC,Calcium-gated potassium channel mthK,1,O27564,0.0819402670841176,10.466351915,2.8109302865114527,4.0,False,1.45,218,False,0.0819402670841176,False,O27564,0,False
6N2Z,ATP synthase subunit c,4,"A0A0M4TPJ7,A0A0M4U1P9,A0A0M5MQR7,P00845",-0.1113044249098826,5.630540024999999,2.790197218786607,1.0,True,3.0,219,False,0.1113044249098826,False,A0A0M4TPJ7,0,False
7ZYV,"Cytochrome b6-f complex iron-sulfur subunit, chloroplastic",7,"P00165,P00166,P08980,P16013,P61045,P69461,Q9M3L0",0.1568766130477403,2.810135805,2.766328229395586,2.0,True,2.13,220,False,0.1568766130477403,False,P00165,0,False
7USX,Transmembrane inner ear expressed protein,2,"D3KZG3,Q9XXE7",-0.0457827909820395,32.90022629499999,2.758439131489997,2.0,True,3.09,221,False,0.0457827909820395,False,D3KZG3,0,False
6N2Y,ATP synthase subunit alpha,1,A0A0M3VGF9,-0.1106103249996168,5.610762575000001,2.745827306165106,1.0,True,3.0,222,False,0.1106103249996168,False,A0A0M3VGF9,0,False
7KUX,PsaE,8,"A0A2K1IB10,A0A2K1IHL7,A0A2K1IN36,A0A2K1IW94,A0A2K1JDR4,A0A2K1JLW2,A0A2K1JLZ3,A0A2K1KIF2",0.0427716332218085,37.49177491,2.743517029357299,2.0,True,2.8,223,False,0.0427716332218085,False,A0A2K1IB10,0,False
7PAF,LicB protein,1,A0A0H2UQH5,0.0586907159052962,19.841598824999995,2.7338549584390384,2.0,False,3.75,224,False,0.0586907159052962,False,A0A0H2UQH5,0,False
7WLD,GPI-anchor transamidase,5,"O43292,Q92643,Q969N2,Q96S52,Q9H490",0.064315510817634,16.477907205,2.726424594399214,3.0,True,2.53,225,False,0.064315510817634,False,O43292,0,False
6TT7,ATP synthase subunit a,3,"O78751,O78752,P17605",-0.0600388283852169,18.81355561,2.712659542331111,9.0,True,3.5,226,False,0.0600388283852169,False,O78751,0,False
7TC0,"ATP-binding cassette, sub-family A (ABC1), member 1",1,O95477,0.0693586708550273,14.084275985000003,2.7101669319191792,1.0,False,3.1,227,False,0.0693586708550273,False,O95477,0,False
5C78,ATP-driven flippase PglK,1,O86150,-0.0735113168400541,12.510161204999998,2.704153262777177,2.0,False,2.9,228,False,0.0735113168400541,False,O86150,0,False
7RCP,Glutamate transporter homolog,1,O59010,0.0389392771377566,44.31836096499999,2.6879392679434995,3.0,False,2.2,229,False,0.0389392771377566,False,O59010,0,False
8B3P,Capsid protein G8P,3,"P69534,P69537,P69540",0.064706863512845,16.024197840000003,2.683718671957583,10.0,False,2.81,230,False,0.064706863512845,False,P69534,0,False
1R3J,Voltage-gated potassium channel,1,P0A334,0.0862663561482477,8.97077682,2.6703792922504226,4.0,False,1.9,231,False,0.0862663561482477,False,P0A334,0,False
7URD,Isoform 2 of Protein-serine O-palmitoleoyltransferase porcupine,1,Q9H237,-0.0700779766086367,13.542957629999997,2.6603367791963337,1.0,False,2.92,232,False,0.0700779766086367,False,Q9H237,0,False
5CTG,Bidirectional sugar transporter SWEET2b,1,Q5N8J1,-0.0558193717250239,21.025322100000004,2.620429844468266,3.0,False,3.103,233,False,0.0558193717250239,False,Q5N8J1,0,False
1S5H,Voltage-gated potassium channel,1,P0A333,0.0850264330078443,8.939012039999996,2.584981467221444,4.0,False,2.2,234,False,0.0850264330078443,False,P0A333,0,False
7L6Q,Gamma-aminobutyric-acid receptor subunit beta-1,1,E0SJQ4,0.0534286581906328,22.591603665,2.579619116168653,5.0,False,2.5,235,False,0.0534286581906328,False,E0SJQ4,0,False
7OFQ,Archaellin,2,"A0A8X6EH06,A0A8X6EH07",0.1428132730843884,3.156263775,2.5749596478385213,4.0,False,3.08,236,False,0.1428132730843884,False,A0A8X6EH06,0,False
6ZBB,"ATP synthase F(0) complex subunit C1, mitochondrial",1,P32876,-0.0733384902606935,11.963744885,2.5738964188135824,8.0,True,3.61,237,False,0.0733384902606935,False,P32876,0,False
8DQK,Cellulose synthase-like CslF6,1,F2DMH9,-0.0945228910815738,7.043415305,2.5171974380704354,1.0,False,4.0,238,False,0.0945228910815738,False,F2DMH9,0,False
4MT0,MtrE protein,1,Q51006,-0.0912413255991688,7.540689655000001,2.511043470872813,3.0,False,3.292,239,False,0.0912413255991688,False,Q51006,0,False
6L6P,Acid-sensing ion channel 2,1,Q16515,-0.1068677145055503,5.4338222950000015,2.482323997935674,3.0,False,3.08,240,False,0.1068677145055503,False,Q16515,0,False
5N6M,Apolipoprotein N-acyltransferase,1,Q9ZI86,0.1032631973642753,5.743143140000002,2.449631556976455,1.0,False,3.1,241,False,0.1032631973642753,False,Q9ZI86,0,False
6Q9E,Cytochrome b,1,P24959,0.0505759652299217,23.92782137,2.448226018285981,2.0,True,3.9,242,False,0.0505759652299217,False,P24959,0,False
6V9Z,ABC-type bacteriocin transporter,1,A3DCU1,-0.0730924509287149,11.436052469999996,2.443887332585147,2.0,False,3.35,243,False,0.0730924509287149,False,A3DCU1,0,False
7EU3,"NAD(P)H-quinone oxidoreductase subunit K, chloroplastic",15,"A0A7T7JN26,A1E9J6,F2CTW7,F2CUR7,F2D138,F2DWH9,O03060,O98691,O98692,O98693,P0CC72,P69378,P92432,Q7GT16,S4Z232",-0.0428413898738917,32.985097120000006,2.421613685241997,1.0,True,3.7,244,False,0.0428413898738917,False,A0A7T7JN26,0,False
7OY8,Light-harvesting protein B-870 beta chain,5,"Q2RQ23,Q2RQ24,Q2RQ25,Q2RQ26,Q2RWS4",0.0667060784481705,13.452615044999998,2.3944045319640144,3.0,True,2.5,245,False,0.0667060784481705,False,Q2RQ23,0,False
7MIT,ATP-sensitive inward rectifier potassium channel 8,1,Q63664,-0.0545952910271676,20.064208855,2.3921719960380567,1.0,True,3.4,246,False,0.0545952910271676,False,Q63664,0,False
